variant,split,seed,epoch,train_loss,lr,time_s,val_mse,val_rmse,val_ci,val_pearson,val_spearman
late_crossattn,random,42,1,28.003034830093384,6.666666666666667e-05,89.66,1.930362327786056,1.3893747974488584,0.5562822210525669,0.16883943209850635,0.16666762849975897
late_crossattn,random,42,2,2.1035133413414457,9.992407582166581e-05,82.73,1.736494598273033,1.3177612068478237,0.5919374765495322,0.28461271933368665,0.2729204401652498
late_crossattn,random,42,3,1.997494933765326,9.931806517013612e-05,82.76,1.7533409087497243,1.3241377982482503,0.6038189004399681,0.3141581616199372,0.30611346071471146
late_crossattn,random,42,4,1.960525487341098,9.811340001546251e-05,82.69,1.6253038328546057,1.274874045878496,0.6096016649722285,0.3341048205455688,0.3231693578689886
late_crossattn,random,42,5,1.9074771755666875,9.632470336074009e-05,82.69,1.6783844729830406,1.295524786711177,0.6169926812572878,0.35209167723319845,0.3414570584065606
late_crossattn,random,42,6,1.8992614425829988,9.397368756032445e-05,82.71,1.6041437163816208,1.2665479526577825,0.6233187058065774,0.36735224499473657,0.35996336591622596
late_crossattn,random,42,7,1.8605012973742698,9.108889076126226e-05,82.73,1.6074118054207032,1.2678374522866498,0.6273306579663052,0.37896139951299207,0.3712855440272391
late_crossattn,random,42,8,1.8450662978549501,8.770533048884482e-05,82.8,1.7242665710227827,1.3131133123317205,0.6335993469456617,0.3963454357502195,0.388960390346767
late_crossattn,random,42,9,1.8231860045621644,8.386407858128706e-05,82.73,1.6226098458966856,1.2738170378420464,0.6361001443714045,0.4035888278653362,0.3950626339459092
late_crossattn,random,42,10,1.8122076770262932,7.961176263324901e-05,82.75,1.699491794179214,1.303645578437335,0.6378724944795292,0.4067880296558388,0.4003637895833299
late_crossattn,random,42,11,1.7763783033214398,7.500000000000001e-05,82.79,1.604545591849168,1.2667065926445509,0.6441701807586221,0.4236199184050736,0.4178772981095538
late_crossattn,random,42,12,1.7654385851390326,7.008477123264848e-05,82.81,1.4709911803506934,1.212844252305585,0.6506594249571851,0.4389069973353484,0.4358281543728156
late_crossattn,random,42,13,1.741949729065397,6.492574055008473e-05,82.75,1.4945847773205105,1.2225321170916168,0.65270483297116,0.4448405040218145,0.44159476823597377
late_crossattn,random,42,14,1.7303187366741806,5.958553159618693e-05,82.7,1.6578830650235648,1.2875880804914144,0.6588704936658474,0.45897276574421053,0.4583383115197701
late_crossattn,random,42,15,1.7027398410128123,5.4128967273616625e-05,82.86,1.4486483110540822,1.2035980687314525,0.6625617181163705,0.4682541186465913,0.46976316125837697
late_crossattn,random,42,16,1.7007212113978258,4.8622282881591906e-05,82.72,1.5356211360916459,1.2392018141092458,0.6610714326511352,0.46758364427582194,0.4664084547954622
late_crossattn,random,42,17,1.6792729835012066,4.3132322109079596e-05,82.84,1.501039717211627,1.2251692606377402,0.6646930196469887,0.47633230744962907,0.4754402551706996
late_crossattn,random,42,18,1.6734205742380512,3.772572564296005e-05,82.83,1.4824624623228182,1.2175641512145543,0.6663623414704443,0.48230030604902857,0.4811375597637421
late_crossattn,random,42,19,1.655694197807739,3.2468122240362284e-05,82.71,1.4336964429051917,1.1973706372319273,0.6695931239493971,0.4906848484255865,0.4899583396531456
late_crossattn,random,42,20,1.6473782565166701,2.7423332084455544e-05,82.79,1.3841693643572868,1.1765072733975284,0.6692666846508506,0.48809672396496295,0.4876978854513905
late_crossattn,random,42,21,1.639725943999504,2.2652592093878666e-05,82.72,1.366747104116155,1.169079596997636,0.6728201719276262,0.4987298967565523,0.4975621170887805
late_crossattn,random,42,22,1.6173663108206506,1.821381258950161e-05,82.71,1.4029158297444884,1.1844474786770784,0.6741184601203651,0.5014821511567343,0.5004301130870045
late_crossattn,random,42,23,1.6031897853114712,1.4160874341577446e-05,82.87,1.3739879379798454,1.1721723158221429,0.6734027540405101,0.5006402989156076,0.4990605054397411
late_crossattn,random,42,24,1.6236744896689457,1.0542974530180327e-05,83.06,1.3693257873616447,1.1701819462637615,0.6747236689141038,0.5036232439808481,0.5027231389203967
late_crossattn,random,42,25,1.6300187466749505,7.404029558083653e-06,82.7,1.363075776760528,1.1675083626083917,0.6747785880423923,0.5041550282486131,0.5026639227713658
late_crossattn,random,42,26,1.6090858954547056,4.782141965121128e-06,82.81,1.3615583974985364,1.1668583450867274,0.6754499194665903,0.5056194253225993,0.5041360678594471
late_crossattn,random,42,27,1.589088026267379,2.7091379149682685e-06,82.89,1.3703475364174438,1.1706184418577403,0.6752803291984355,0.5055300273163277,0.5039372848030762
late_crossattn,random,42,28,1.6129193328209777,1.210180868628219e-06,82.68,1.381587247995404,1.1754093959108052,0.6755478951914569,0.5059586146130991,0.5045892294251658
late_crossattn,random,42,29,1.5862991618576334,3.034661341025258e-07,82.85,1.3735662248301896,1.1719924167118956,0.675509451801655,0.5058866861158442,0.5044637114057965
late_crossattn,random,42,30,1.5987436540091216,0.0,82.72,1.3744668359725993,1.1723765760081524,0.6754584868506033,0.505841564095731,0.5043366139708524
