variant,split,seed,epoch,train_loss,lr,time_s,val_mse,val_rmse,val_ci,val_pearson,val_spearman
early_concat,random,123,1,20.899829553579217,6.666666666666667e-05,114.32,1.694096923230841,1.3015747858770317,0.5508690432946999,0.1568582790715674,0.1505139262187192
early_concat,random,123,2,2.180492426922072,9.992407582166581e-05,108.23,1.656091799578396,1.2868923030224386,0.5714426896133393,0.22885116966142904,0.21159026875265444
early_concat,random,123,3,2.0967178834018423,9.931806517013612e-05,108.21,1.7760855473651007,1.3326985958441995,0.5813471609554007,0.2567743533414554,0.24031487897526407
early_concat,random,123,4,2.009727401519889,9.811340001546251e-05,108.21,1.6790773391154004,1.2957921666360699,0.599957657995194,0.3082495783984962,0.2948363268477453
early_concat,random,123,5,1.945369747592442,9.632470336074009e-05,108.21,1.6814309207025284,1.2967000118387169,0.6132738671207745,0.34513697763567275,0.3328970773107799
early_concat,random,123,6,1.8971398884235924,9.397368756032445e-05,108.22,1.5138009198425155,1.230366173073088,0.6193934727427737,0.3629987312805268,0.34947358994150396
early_concat,random,123,7,1.8638999279755264,9.108889076126226e-05,108.2,1.4988306042590702,1.2242673744975279,0.6267978331786503,0.3820043256382304,0.3708358179034414
early_concat,random,123,8,1.8014032707285526,8.770533048884482e-05,108.2,1.895298328522492,1.376698343328157,0.637301417534773,0.41161152408756363,0.39902069074910634
early_concat,random,123,9,1.7871911227703094,8.386407858128706e-05,108.22,1.445587970954247,1.2023260668197489,0.6393227651086067,0.4151133420861383,0.40536646100077695
early_concat,random,123,10,1.7681909661684463,7.961176263324901e-05,108.2,1.4188731415154472,1.1911646156243256,0.6476398505028552,0.4408836576845592,0.42770430932426595
early_concat,random,123,11,1.6895467111868645,7.500000000000001e-05,108.24,1.4593834042299458,1.208049421269654,0.6557019614801957,0.46325876759454937,0.4492696340624843
early_concat,random,123,12,1.68782177567482,7.008477123264848e-05,108.22,1.4900528144902767,1.2206771950398174,0.6632301854571026,0.48411950583690755,0.469696439630911
early_concat,random,123,13,1.666862002059595,6.492574055008473e-05,108.21,1.3849835365760306,1.176853234934599,0.6673203177055904,0.4898550970223185,0.4801296909186977
early_concat,random,123,14,1.6385637704116196,5.958553159618693e-05,108.22,1.6123827724747146,1.269796350788076,0.6708695352350047,0.504325252205279,0.48921140116615
early_concat,random,123,15,1.6196785455764229,5.4128967273616625e-05,108.2,1.349242740045786,1.161569085352131,0.6739907207760006,0.5078298982485762,0.5001047747136285
early_concat,random,123,16,1.5623716832096897,4.8622282881591906e-05,108.19,1.3157573544132024,1.1470646688017212,0.6785047123049643,0.5172731836005865,0.5109224675559043
early_concat,random,123,17,1.543002583642504,4.3132322109079596e-05,108.23,1.2835012007576632,1.132917119986128,0.6842450407366103,0.5338395947118787,0.5260424314246664
early_concat,random,123,18,1.5164408227845805,3.772572564296005e-05,108.22,1.2570192374058677,1.1211686926622004,0.6858302305223484,0.5369157906749312,0.530287859725718
early_concat,random,123,19,1.505043117857691,3.2468122240362284e-05,108.19,1.252026348399069,1.1189398323408946,0.6893559491175602,0.5463513685046568,0.5389152789789255
early_concat,random,123,20,1.481528805263007,2.7423332084455544e-05,108.17,1.2340253394707401,1.1108669314867285,0.6886342902597138,0.545771001149364,0.5389256607661027
early_concat,random,123,21,1.4741647263516242,2.2652592093878666e-05,108.19,1.2719950994250495,1.127827601819112,0.6943183969422396,0.557280182089597,0.5519775227739976
early_concat,random,123,22,1.4361641378100238,1.821381258950161e-05,108.21,1.2165777292346533,1.1029858245846378,0.6948946698707207,0.5592611890437714,0.5545189485413375
early_concat,random,123,23,1.442718422234948,1.4160874341577446e-05,108.19,1.2470240731831534,1.1167023207565898,0.6961879897166907,0.5625719236162496,0.5565932157514469
early_concat,random,123,24,1.4274605412536592,1.0542974530180327e-05,108.22,1.2459629293825252,1.1162270957930225,0.6973442690491805,0.5650481889411976,0.5595431404304496
early_concat,random,123,25,1.4360879041365724,7.404029558083653e-06,108.22,1.2174227840686036,1.1033688341024517,0.6985998149074604,0.5666097156299108,0.5621161584022975
early_concat,random,123,26,1.39724784355555,4.782141965121128e-06,108.22,1.2161925110960985,1.1028111856052687,0.6983437424095148,0.567446725927844,0.5623169138864487
early_concat,random,123,27,1.4261334674127066,2.7091379149682685e-06,108.22,1.2030680112271726,1.0968445702227698,0.6991604950852089,0.5687972873347695,0.5641648807340808
early_concat,random,123,28,1.413594170515217,1.210180868628219e-06,108.21,1.213062542363155,1.1013911849852236,0.6998918170561853,0.5709957253491766,0.5659078538039393
early_concat,random,123,29,1.4033481598790012,3.034661341025258e-07,108.2,1.2173865825074175,1.1033524289670176,0.7001946678063283,0.5716996189342491,0.5667140793547149
early_concat,random,123,30,1.4108089693446657,0.0,108.21,1.219341785347231,1.1042381017458287,0.700217727508116,0.5716475169732782,0.5667261969962691
